strain,type,rating,effects,flavor
Dream-Berry,indica,4.5,"Relaxed,Sleepy,Euphoric,Happy,Giggly","Berry,Citrus,Diesel"
Dream-Lotus,hybrid,4.3,"Happy,Uplifted,Relaxed,Euphoric,Energetic","Spicy,Herbal, Woody, Tea"
Dream-Police,hybrid,3.7,"Uplifted,Talkative,Energetic,Euphoric,Creative","Blueberry,Citrus,Pepper"
Dream-Queen,hybrid,4.3,"Happy,Uplifted,Euphoric,Relaxed,Energetic","Citrus,Sweet,Earthy"
Dream-Star,hybrid,4.8,"Euphoric,Creative,Uplifted,Talkative,Relaxed","Woody,Sweet,Earthy"
Dreamers-Glass,hybrid,4.4,"Uplifted,Euphoric,Creative,Relaxed,Giggly","Sweet,Skunk,Earthy"
Drizella,sativa,4.8,"Uplifted,Energetic,Happy,Euphoric,Giggly","Pungent,Sweet,Earthy"
Duke-Nukem,hybrid,4.4,"Creative,Happy,Energetic,Focused,Euphoric","Pungent,Sweet,Earthy"
Durban-Berry,hybrid,4.6,"Focused,Relaxed,Happy,Creative,Uplifted","Citrus,Lemon,Pine"
Durban-Cheese,hybrid,4.2,"Hungry,Euphoric,Uplifted,Giggly,Relaxed","Blueberry,Cheese,Earthy"
Durban-Cookies,sativa,4.5,"Happy,Uplifted,Euphoric,Relaxed,Hungry","Woody,Sweet,Earthy"
Durban-Poison,sativa,4.4,"Energetic,Happy,Uplifted,Euphoric,Focused","Sweet,Pine,Earthy"
Durga-Mata,indica,4.9,"Relaxed,Happy,Giggly,Uplifted,Creative","Citrus,Minty,Earthy"
Dutch-Crunch,hybrid,4.2,"Tingly,Focused,Hungry,Relaxed,Aroused","Spicy,Herbal, Pepper, Citrus"
Dutch-Dragon,sativa,4.5,"Euphoric,Relaxed,Happy,Creative,Focused","Citrus,Sweet,Minty"
Dutch-Hawaiian,sativa,4.3,"Happy,Relaxed,Uplifted,Euphoric,Energetic","Citrus,Sweet,Tropical"
Dutch-Haze,sativa,4.0,"Relaxed,Energetic,Creative,Happy,Aroused","Citrus,Earthy"
Dutch-Kush,indica,3.9,"Hungry,Relaxed,Sleepy,Giggly,Creative","Berry,Flowery,Coffee"
Dutch-Queen,hybrid,4.4,"Happy,Relaxed,Tingly,Talkative,Euphoric","Pungent,Sweet,Earthy"
Dutch-Thunder-Fuck,hybrid,4.9,"Uplifted,Euphoric,Talkative,Relaxed,Creative","Citrus,Lemon,Earthy"
Dutch-Treat,hybrid,4.3,"Relaxed,Happy,Euphoric,Uplifted,Focused","Sweet,Pine,Earthy"
Dutch-Treat-Haze,hybrid,4.5,"Happy,Uplifted,Relaxed,Euphoric,Energetic","Berry,Citrus,Earthy"
Dutchberry,hybrid,4.5,"Happy,Uplifted,Energetic,Relaxed,Creative","Berry,Orange,Sweet"
Dynamite,indica,4.4,"Relaxed,Euphoric,Happy,Hungry,Sleepy","Grapefruit,Citrus,Earthy"
Early-Girl,indica,3.8,"Relaxed,Happy,Hungry,Uplifted,Talkative","Citrus,Pine,Earthy"
Early-Miss,hybrid,3.9,"Creative,Euphoric,Relaxed,Aroused,Talkative","Pepper, Ammonia, Spicy,Herbal"
Early-Pearl,sativa,3.9,"Relaxed,Hungry,Euphoric,Focused,Talkative","Tea,Sweet,Earthy"
Early-Skunk,hybrid,4.1,"Relaxed,Uplifted,Hungry,Happy,Energetic","Flowery,Skunk,Earthy"
Earth-Og,hybrid,4.2,"Relaxed,Sleepy,Hungry,Happy,Creative","Earthy, Spicy,Herbal, Pine"
Earthquake,hybrid,4.5,"Creative,Euphoric,Uplifted,Happy,Energetic","Woody,Pine,Earthy"
Earthshaker-Og,hybrid,4.4,"Happy,Euphoric,Aroused,Creative,Energetic",Earthy
East-Coast-Alien,sativa,4.4,"Happy,Euphoric,Hungry,Relaxed,Focused","Diesel, Earthy, Spicy,Herbal"
East-Coast-Sour-Diesel,sativa,4.3,"Happy,Euphoric,Relaxed,Energetic,Uplifted","Pungent,Diesel,Lemon"
Eastern-European,indica,5.0,"Sleepy,Happy,Relaxed","Woody,Pine,Earthy"
Easy-Bud,hybrid,4.7,"Euphoric,Relaxed,Uplifted,Creative,Happy","Lemon, Skunk, Spicy,Herbal"
Easy-Peezy,hybrid,4.5,"Relaxed,Sleepy,Uplifted,Creative,Euphoric","Lemon, Spicy,Herbal, Earthy"
Ebola-7,hybrid,4.5,"Talkative,Creative,Relaxed,Uplifted,Energetic","Sweet, Spicy,Herbal, Pine"
Ecto-Cooler,hybrid,4.4,"Happy,Euphoric,Uplifted,Creative,Focused","Chemical,Citrus,Earthy"
Ed-Rosenthal-Super-Bud,hybrid,4.3,"Uplifted,Relaxed,Focused,Creative,Euphoric","Citrus,Pine,Earthy"
Edelweiss,indica,4.1,"Happy,Relaxed,Hungry,Sleepy,Creative","Sweet,Lime,Earthy"
El-Chapo-Og,indica,4.7,"Relaxed,Happy,Uplifted,Sleepy,Euphoric","Pungent,Flowery,Earthy"
El-Jeffe,indica,4.7,"Euphoric,Relaxed,Happy,Tingly,Uplifted","Pungent,Pine,Earthy"
El-Na,hybrid,5.0,"Aroused,Tingly,Happy,Relaxed","Pungent,Pine,Earthy"
El-Nino,hybrid,3.8,"Happy,Sleepy,Relaxed,Uplifted,Talkative","Earthy, Woody, Spicy,Herbal"
El-Perro,hybrid,4.9,"Happy,Relaxed,Uplifted,Euphoric,Sleepy","Pungent,Pine,Earthy"
Elderberry-Kush,hybrid,4.1,"Relaxed,Happy,Hungry,Sleepy,Euphoric","Berry,Woody,Earthy"
Electric-Black-Mamba,indica,5.0,"Relaxed,Uplifted,Creative,Sleepy,Euphoric","Pine,Earthy"
Electric-Kool-Aid,hybrid,4.8,"Happy,Uplifted,Talkative,Euphoric,Giggly","Berry,Diesel,Grape"
Electric-Lemon-G,sativa,4.2,"Euphoric,Happy,Focused,Uplifted,Energetic","Citrus,Lemon,Lime"
Electric-Lemonade,sativa,4.8,"Creative,Happy,Tingly,Uplifted,Energetic","Berry,Lemon,Orange"
Elephant,sativa,4.0,"Sleepy,Happy,Euphoric,Focused,Aroused","Tropical,Sweet,Earthy"
Elmers-Glue,hybrid,4.8,"Hungry,Relaxed,Uplifted,Euphoric,Focused","Sage,Pepper,Sweet"
Elphinstone,sativa,4.5,"Happy,Uplifted,Focused,Talkative,Energetic","Sweet,Skunk,Tropical"
Elvis,hybrid,4.6,"Relaxed,Uplifted,Euphoric,Talkative,Sleepy","Flowery,Sweet,Earthy"
Emerald-Jack,sativa,4.4,"Happy,Uplifted,Euphoric,Energetic,Creative","Grape,Pine,Earthy"
Emerald-Og,indica,4.7,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Citrus,Woody,Earthy"
Emperor-Cookie-Dough,hybrid,4.9,"Uplifted,Relaxed,Euphoric,Giggly,Happy","Citrus,Diesel,Sweet"
Endless-Sky,indica,4.5,"Euphoric,Relaxed,Happy,Sleepy,Hungry","Berry,Butter,Sweet"
Enemy-Of-The-State,indica,4.1,"Euphoric,Aroused,Focused,Tingly,Giggly","Spicy,Herbal, Tree, Fruit, Earthy"
Enigma,indica,4.6,"Relaxed,Happy,Sleepy,Giggly,Euphoric","Pungent,Citrus,Flowery"
Eran-Almog,indica,4.3,"Relaxed,Euphoric,Happy,Sleepy,Uplifted","Citrus,Woody,Earthy"
Erdpurt,indica,4.7,"Relaxed, Happy, Creative"," SPicy, Berry,Earthy"
Erez,indica,4.3,"Relaxed,Happy,Sleepy,Euphoric,Tingly","Blueberry,Berry,Flowery"
Ether,indica,3.5,"Sleepy,Uplifted,Euphoric,Happy,Hungry","Chemical, Sweet, Diesel"
Ethiopian,sativa,3.0,Hungry,Coffee
Eugene-Cream,hybrid,4.6,"Relaxed,Sleepy,Tingly,Creative,Euphoric","Butter,Sweet,Earthy"
Euphoria,sativa,4.3,"Euphoric,Happy,Energetic,Creative,Relaxed","Sweet,Skunk,Earthy"
Euphoria-Cookies,hybrid,5.0,"Euphoric,Creative,Uplifted,Happy,Relaxed","Citrus,Sweet,Tropical"
Everlast,indica,4.6,"Relaxed,Sleepy,Happy,Tingly,Euphoric","Flowery,Skunk,Earthy"
Ewok,hybrid,4.6,"Relaxed,Happy,Euphoric,Creative,Uplifted","Pungent,Woody,Earthy"
Exodus-Cheese,hybrid,4.3,"Uplifted,Relaxed,Euphoric,Happy,Focused","Blueberry,Citrus,Cheese"
Extreme-Cream,indica,4.8,"Relaxed,Sleepy,Happy,Uplifted,Euphoric","Butter,Sweet,Earthy"
Extreme-Og,indica,4.9,"Relaxed,Sleepy,Hungry,Happy,Aroused","Pungent,Lime,Earthy"
Face-Off-Og,indica,4.8,"Relaxed,Sleepy,Euphoric,Tingly,Happy","Pungent,Sweet,Earthy"
Fallen-Angel,indica,5.0,"Hungry,Relaxed,Sleepy,Uplifted,Euphoric","Sage,Sweet,Earthy"
False-Teeth,hybrid,5.0,"Uplifted,Relaxed,Creative,Happy,Tingly","Diesel,Grape,Earthy"
Fast-Eddy,hybrid,4.2,"Sleepy,Happy,Relaxed,Creative,Euphoric","Pungent,Citrus,Skunk"
Fat-Axl,hybrid,4.3,"Talkative,Uplifted,Creative,Happy,Energetic","Diesel,Skunk,Earthy"
Fat-Nelson,hybrid,4.6,"Euphoric,Happy,Uplifted,Creative,Energetic","Sage,Pungent,Citrus"
Fat-Purple,indica,4.7,"Aroused,Euphoric,Relaxed,Giggly,Happy","Berry,Grape,Sweet"
Faygo-Red-Pop,indica,4.8,"Relaxed,Happy,Creative,Euphoric,Giggly","Strawberry, Spicy,Herbal, Sage"
Fighting-Buddha,sativa,5.0,"Creative, Social, Uplifted, Focused"," Sweet,Spicy, Berry"
Fire-Alien-Kush,hybrid,4.5,"Uplifted,Happy,Euphoric,Aroused,Giggly","Earthy, Woody, Spicy,Herbal"
Fire-Alien-Strawberry,hybrid,4.0,"Talkative,Happy,Hungry,Relaxed,Energetic","Spicy,Herbal, Strawberry, Earthy"
Fire-Haze,sativa,4.2,"Euphoric,Focused,Happy,Relaxed,Uplifted","Berry,Sweet,Earthy"
Fire-Og,hybrid,4.4,"Relaxed,Happy,Euphoric,Uplifted,Energetic","Citrus,Lemon,Earthy"
Firewalker-Og,sativa,4.3,"Uplifted,Happy,Relaxed,Euphoric,Creative","Citrus,Woody,Pine"
First-48,hybrid,4.0,"Uplifted,Focused,Hungry,Relaxed"," Sour,Citrus, Fresh"
Flaming-Cookies,indica,4.2,"Happy,Relaxed,Euphoric,Tingly,Sleepy","Spicy,Herbal, Sweet, Diesel"
Flo,hybrid,4.2,"Happy,Uplifted,Relaxed,Creative,Focused","Flowery,Sweet,Earthy"
Flo-Limone,sativa,4.8,"Euphoric,Relaxed,Uplifted,Happy,Tingly","Lemon,Sweet,Tropical"
Flo-Og,indica,4.6,"Happy,Relaxed,Euphoric,Uplifted,Creative","Pungent,Flowery,Earthy"
Flo-Walker,hybrid,4.8,"Happy,Relaxed,Creative,Energetic,Euphoric","Citrus,Lemon,Earthy"
Flowerbomb-Kush,indica,4.6,"Happy,Relaxed,Creative,Hungry,Euphoric","Citrus,Sweet,Earthy"
Flowers-For-Algernon,hybrid,5.0,"Uplifted,Creative,Aroused,Talkative,Energetic","Minty,Citrus,Diesel"
Fn-Louzer,indica,4.4,"Sleepy,Relaxed,Aroused,Tingly,Focused","Pungent,Diesel,Earthy"
Forbidden-Fruit,indica,4.6,"Relaxed,Happy,Euphoric,Sleepy,Creative","Grapefruit,Citrus,Tropical"
Fortune-Cookies,hybrid,4.6,"Relaxed,Happy,Focused,Euphoric,Creative","Honey,Sweet,Earthy"
Four-Cups,hybrid,5.0,"Aroused,Talkative,Tingly,Uplifted,Energetic","Earthy, Diesel, Spicy,Herbal"
Four-Star-General,hybrid,4.8,"Euphoric,Hungry,Sleepy,Relaxed,Happy","Diesel,Flowery,Earthy"
Four-Way,indica,5.0,"Sleepy,Euphoric,Relaxed,Focused","Honey,Pepper,Sweet"
Frankenstein,indica,4.4,"Relaxed,Sleepy,Euphoric,Happy,Tingly","Tobacco,Lavender,Earthy"
Franks-Gift,hybrid,3.9,"Relaxed,Happy,Focused,Giggly,Uplifted","Tobacco,Woody,Skunk"
Fred-Flipn-Stoned,indica,5.0,"Happy,Relaxed,Sleepy,Tingly,Euphoric","Spicy,Herbal, Sage, Tree, Fruit"
Freezeland,indica,3.6,"Relaxed,Sleepy,Focused,Talkative,Happy","Woody,Pine,Earthy"
Frida,indica,4.9,"Relaxed,Happy,Creative,Sleepy,Aroused","Lemon,Pine,Earthy"
Frisian-Dew,hybrid,4.2,"Euphoric,Relaxed,Happy,Uplifted,Tingly","Pungent,Citrus,Sweet"
Frisian-Duck,hybrid,4.4,"Euphoric,Hungry,Relaxed,Sleepy,Happy","Citrus,Woody,Sweet"
Frostbite,sativa,4.3,"Sleepy,Tingly,Happy,Relaxed,Uplifted","Berry,Skunk,Earthy"
Frosted-Freak,hybrid,4.8,"Happy,Relaxed,Focused,Euphoric,Uplifted","Flowery,Vanilla,Lime"
Frosty,indica,4.4,"Sleepy,Relaxed,Creative,Hungry,Happy","Sweet,Skunk,Earthy"
Frosty-Jesus,hybrid,5.0,"Relaxed, Hungry, Tingly"," Sour,Sweet, Lemon"
Fruit-Loops,hybrid,4.5,"Relaxed,Happy,Uplifted,Euphoric,Focused","Berry,Lemon,Sweet"
Fruit-Punch,sativa,4.6,"Happy,Energetic,Creative,Focused,Uplifted","Berry,Sweet,Skunk"
Fruit-Spirit,hybrid,4.4,"Focused,Happy,Relaxed,Euphoric,Sleepy","Blueberry,Sweet,Earthy"
Fruity-Chronic-Juice,indica,4.2,"Relaxed,Euphoric,Happy,Uplifted,Creative","Grapefruit,Citrus,Tropical"
Fruity-Pebbles,hybrid,4.4,"Happy,Relaxed,Uplifted,Euphoric,Giggly","Berry,Sweet,Tropical"
Fruity-Widow,hybrid,4.9,"Relaxed,Sleepy,Happy,Hungry,Talkative","Blueberry,Sweet"
Fruitylicious,indica,4.0,"Relaxed,Happy,Euphoric,Uplifted,Aroused","Blueberry,Minty,Sweet"
Fucking-Incredible,indica,4.3,"Relaxed,Happy,Euphoric,Hungry,Giggly","Pungent,Woody,Earthy"
Full-Moon,sativa,4.9,"Aroused,Creative,Euphoric,Happy,Uplifted","Spicy,Herbal, Citrus, Earthy"
Funfetti,hybrid,4.8,"Happy,Relaxed,Euphoric,Energetic,Uplifted","Berry,Woody,Earthy"
Funky-Monkey,indica,4.4,"Relaxed,Tingly,Happy,Giggly,Uplifted","Berry,Grape,Earthy"
Future,hybrid,4.8,"Relaxed,Euphoric,Uplifted,Sleepy,Happy","Citrus,Diesel,Earthy"
G-13,indica,4.4,"Relaxed,Happy,Euphoric,Uplifted,Hungry","Woody,Sweet,Earthy"
G-Force,indica,5.0,"Sleepy, Relaxed","Diesel, Sweet"
G13-Diesel,hybrid,4.8,"Euphoric,Happy,Creative,Relaxed,Focused","Diesel,Sweet,Skunk"
G13-Haze,hybrid,4.4,"Happy,Relaxed,Euphoric,Creative,Focused","Sweet,Pine,Earthy"
G13-Widow,hybrid,4.8,"Creative,Euphoric,Focused,Tingly,Sleepy","Flowery,Lime,Earthy"
Gabriel-Sherbet,hybrid,5.0,"Euphoric,Relaxed,Uplifted,Happy,Focused","Berry,Minty,Sweet"
Galactic-Jack,sativa,4.6,"Energetic,Uplifted,Focused,Euphoric,Relaxed","Citrus,Flowery,Sweet"
Galactica-Og,indica,5.0,"Euphoric,Focused,Relaxed","Spicy,Herbal, Earthy, Pungent"
Game-Changer,hybrid,4.5,"Relaxed,Happy,Uplifted,Euphoric,Sleepy","Apple,Grape,Earthy"
Gandalf-Og,indica,4.9,"Sleepy,Relaxed,Happy,Euphoric,Tingly","Grape,Sweet,Pine"
Ganesh-Berry,hybrid,4.6,"Euphoric,Relaxed,Uplifted,Creative,Focused","Berry,Flowery,Sweet"
Garlic-Bud,indica,4.1,"Relaxed,Happy,Creative,Uplifted,Tingly","Pepper,Woody,Earthy"
Gas-Mask,indica,4.2,"Sleepy,Tingly,Euphoric,Relaxed","Pungent,Diesel,Chemical"
Gatekeeper-Og,hybrid,5.0,"Euphoric,Relaxed,Sleepy,Uplifted,Focused","Flowery,Sweet,Earthy"
Gelato,hybrid,4.7,"Relaxed,Happy,Euphoric,Uplifted,Creative","Pungent,Flowery,Sweet"
Gemstone,hybrid,4.8,"Happy,Relaxed,Focused,Euphoric,Uplifted","Citrus,Flowery,Earthy"
Georgia-Pine,hybrid,4.8,"Euphoric,Uplifted,Energetic,Happy,Relaxed","Flowery,Sweet,Pine"
Gg-1,hybrid,4.5,"Relaxed,Euphoric,Happy,Sleepy,Uplifted","Pungent,Pine,Earthy"
Gg-4,hybrid,4.7,"Relaxed,Happy,Euphoric,Uplifted,Hungry","Pungent,Pine,Earthy"
Gg-5,hybrid,4.5,"Relaxed,Happy,Sleepy,Euphoric,Uplifted","Pungent,Woody,Earthy"
Ghost-Bubba,hybrid,4.6,"Happy,Energetic,Uplifted,Relaxed,Giggly","Grape,Pungent,Sweet"
Ghost-Cookies,hybrid,4.8,"Sleepy,Happy,Relaxed,Uplifted,Giggly","Blueberry,Berry,Earthy"
Ghost-Og,hybrid,4.5,"Relaxed,Happy,Uplifted,Euphoric,Hungry","Citrus,Sweet,Earthy"
Ghost-Og-Moonshine,indica,4.8,"Happy,Uplifted,Euphoric,Hungry,Relaxed","Pungent,Pine,Skunk"
Ghost-Ship,indica,4.0,"Relaxed,Happy,Sleepy,Euphoric,Tingly","Pungent,Skunk,Earthy"
Ghost-Train-Haze,sativa,4.6,"Uplifted,Happy,Energetic,Euphoric,Focused","Citrus,Pine,Earthy"
Gi-001,hybrid,5.0,"Creative,Focused,Energetic,Uplifted,Euphoric","Citrus,Lemon,Lime"
Gigabud,indica,4.4,"Relaxed,Uplifted,Happy,Tingly,Energetic","Sweet, Spicy,Herbal, Tropical"
Ginger-Ale,hybrid,4.9,"Euphoric,Happy,Relaxed,Creative,Giggly","Berry,Diesel,Earthy"
Glad-Max,hybrid,4.3,"Euphoric,Relaxed,Uplifted,Happy,Creative","Flowery,Sweet,Earthy"
Glass-Apple,hybrid,4.8,"Uplifted,Energetic,Focused,Euphoric,Happy","Minty,Apple,Sweet"
Glass-Slipper,hybrid,4.3,"Happy,Uplifted,Relaxed,Euphoric,Creative","Flowery,Sweet,Earthy"
Glue-Tech,hybrid,4.6,"Happy,Relaxed,Hungry,Uplifted,Euphoric","Berry,Sweet,Earthy"
Go-Time,hybrid,4.3,"Focused,Uplifted,Energetic,Euphoric,Relaxed","Woody,Tea,Earthy"
Goat,hybrid,4.4,"Euphoric,Relaxed,Sleepy,Energetic,Happy","Sage,Lemon,Earthy"
Gobbilygoo,indica,4.5,"Hungry,Euphoric,Relaxed,Happy,Sleepy","Berry,Grape,Lavender"
Gobbstopper,indica,4.5,"Happy,Relaxed,Sleepy,Creative,Euphoric","Spicy,Herbal, Sweet, Berry"
God-Bud,indica,4.3,"Relaxed,Happy,Euphoric,Uplifted,Sleepy","Pungent,Sweet,Earthy"
Godberry,indica,4.6,"Relaxed,Happy,Hungry,Sleepy,Euphoric","Blueberry,Berry,Earthy"
Godfather-Og,indica,4.6,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Earthy, Pine, Spicy,Herbal"
Godfather-Purple-Kush,indica,4.3,"Euphoric,Relaxed,Happy,Sleepy,Tingly","Berry, Spicy,Herbal, Pungent"
Gods-Bubba,indica,4.7,"Relaxed,Happy,Sleepy,Tingly,Uplifted","Pungent,Woody,Earthy"
Gods-Gift,indica,4.5,"Relaxed,Happy,Euphoric,Sleepy,Hungry","Sweet,Grape,Earthy"
Gods-Green-Crack,hybrid,4.5,"Relaxed,Happy,Euphoric,Uplifted,Energetic","Woody,Sweet,Earthy"
Gods-Treat,indica,4.7,"Uplifted,Euphoric,Happy,Focused,Energetic","Blueberry,Berry,Flowery"
Godzilla,indica,4.3,"Relaxed,Euphoric,Happy,Hungry,Tingly","Flowery,Woody,Earthy"
Godzilla-Blood,hybrid,4.3,"Uplifted, Happy, Euphoric","Berry, Sour, Spicy"
Godzilla-Glue,hybrid,4.7,"Uplifted,Focused,Happy,Relaxed,Euphoric","Tropical, Spicy,Herbal, Sweet"
Gog-Magog,indica,4.5,"Sleepy,Hungry,Uplifted,Euphoric,Happy","Earthy, Pungent, Spicy,Herbal"
Goji-Diesel,hybrid,4.8,"Euphoric,Focused,Uplifted,Creative,Happy",Diesel
Goji-Og,hybrid,4.5,"Happy,Relaxed,Uplifted,Euphoric,Creative","Berry,Citrus,Sweet"
Gold-Kings-Thai,sativa,4.5,"Energetic,Happy,Aroused,Uplifted,Creative","Citrus,Lime,Earthy"
Goldberry,indica,4.5,"Euphoric,Tingly,Creative,Happy,Focused","Minty,Earthy,Woody"
Golden-Calyx,sativa,5.0,"Relaxed,Uplifted,Energetic,Happy,Aroused","Citrus,Sweet,Tropical"
Golden-Gage,hybrid,4.4,"Happy,Energetic,Talkative,Giggly,Uplifted","Pepper, Spicy,Herbal, Citrus"
Golden-Goat,hybrid,4.5,"Uplifted,Happy,Euphoric,Relaxed,Energetic","Citrus,Sweet,Tropical"
Golden-Lemon,hybrid,4.7,"Uplifted,Relaxed,Euphoric,Tingly,Happy","Citrus,Lemon,Sweet"
Golden-Nugget,hybrid,4.8,"Uplifted,Creative,Focused,Happy,Aroused","Skunk,Sweet,Lime"
Golden-Panda,hybrid,4.6,"Relaxed,Happy,Euphoric,Uplifted,Hungry","Pungent,Citrus,Sweet"
Golden-Pineapple,hybrid,4.5,"Happy,Euphoric,Uplifted,Relaxed,Creative","Tropical,Citrus,Pineapple"
Golden-Soda,hybrid,4.5,"Relaxed, Happy, Uplifted","Citrus, Sweet, Grape"
Golden-State-Banana,indica,4.8,"Euphoric,Relaxed,Sleepy,Creative,Happy","Citrus,Sweet,Tropical"
Golden-Tangie,sativa,3.5,"Focused,Happy,Aroused,Energetic,Tingly","Citrus,Orange,Earthy"
Golden-Ticket,hybrid,4.5,"Happy,Euphoric,Uplifted,Relaxed,Creative","Citrus,Lemon,Earthy"
Golden-Tiger,sativa,5.0,"Talkative,Uplifted,Energetic,Euphoric,Happy","Minty,Lemon,Apricot"
Goldwing,sativa,4.7,"Uplifted,Happy,Euphoric,Creative,Energetic"," Sweet,Herbal"
Goo,indica,4.3,"Relaxed,Sleepy,Hungry,Euphoric,Happy","Blueberry,Berry,Sweet"
Gooberry,indica,4.3,"Sleepy,Aroused,Hungry,Relaxed,Happy","Blueberry,Berry,Sweet"
Good-Medicine,hybrid,4.3,"Uplifted,Energetic,Happy,Focused,Talkative","Earthy, Spicy,Herbal, Citrus"
Gorilla-Biscuit,indica,4.7,"Relaxed,Euphoric,Creative,Sleepy,Happy","Cheese,Coffee,Pine"
Gorilla-Cookies,hybrid,4.8,"Relaxed,Happy,Euphoric,Uplifted,Sleepy","Minty,Sweet,Earthy"
Gorilla-Grips,indica,5.0,"Sleepy,Uplifted,Euphoric,Happy,Relaxed","Blueberry,Berry,Grape"
Gorkle,sativa,5.0,"Relaxed,Happy,Creative,Focused,Aroused",Sweet
Government-Mule,indica,4.0,"Euphoric,Relaxed","Flowery,Lemon,Sweet"
Grand-Doggy-Purps,indica,4.4,"Relaxed,Happy,Euphoric,Uplifted,Tingly","Grape,Sweet,Earthy"
Grand-Hindu,indica,4.6,"Relaxed,Happy,Euphoric,Focused,Uplifted","Berry,Grape,Sweet"
Grand-Hustle,hybrid,4.1,"Uplifted,Relaxed,Euphoric,Focused,Giggly","Honey,Citrus,Earthy"
Granddaddy-Purple,indica,4.4,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Berry,Grape,Sweet"
Grandmas-Batch,hybrid,4.8,"Euphoric,Happy,Tingly,Uplifted,Creative","Flowery,Lemon,Butter"
Grandmas-Sugar-Cookies,indica,5.0,"Relaxed,Happy,Energetic,Focused,Creative","Pungent,Cheese,Sweet"
Grandpa-Larry-Og,indica,4.4,"Euphoric,Happy,Relaxed,Sleepy,Focused","Pungent,Grape,Earthy"
Grandpas-Breath,indica,4.7,"Relaxed,Euphoric,Sleepy,Uplifted,Creative","Flowery,Lavender,Earthy"
Grape-Ape,indica,4.3,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Berry,Grape,Sweet"
Grape-Calyx,hybrid,5.0,"Uplifted,Creative,Euphoric,Happy,Hungry","Grape,Flowery,Sweet"
Grape-Cookies,indica,4.6,"Relaxed,Creative,Uplifted,Sleepy,Euphoric","Berry,Diesel,Grape"
Grape-Crush,hybrid,4.3,"Happy,Uplifted,Talkative,Hungry,Energetic","Berry,Grape,Sweet"
Grape-Dawg,hybrid,4.4,"Relaxed, Happy, Sleepy, Hungry"," Earthy, Sweet,Fruity"
Grape-Drink,indica,4.7,"Tingly,Creative,Euphoric,Giggly,Happy","Flowery,Grape,Sweet"
Grape-God,hybrid,4.3,"Relaxed,Happy,Euphoric,Uplifted,Sleepy","Berry,Grape,Sweet"
Grape-Inferno,indica,4.5,"Relaxed,Happy,Sleepy,Euphoric,Tingly","Diesel,Grape,Sweet"
Grape-Krush,indica,4.3,"Happy,Uplifted,Talkative,Hungry,Energetic","Berry,Grape,Sweet"
Grape-Kush,hybrid,3.9,"Relaxed,Happy,Giggly,Sleepy,Euphoric","Earthy,Grape,Sweet"
Grape-Ox,indica,4.6,"Sleepy,Relaxed,Hungry,Tingly,Uplifted","Cheese,Grape,Sweet"
Grape-Skunk,indica,4.1,"Happy,Relaxed,Giggly,Tingly,Euphoric","Grape,Skunk,Sweet"
Grape-Soda,hybrid,4.9,"Relaxed,Happy,Euphoric,Uplifted,Creative","Citrus,Grape,Sweet"
Grape-Valley-Kush,indica,4.8,"Relaxed,Sleepy,Euphoric,Happy,Aroused","Berry,Grape,Pine"
Grapefruit,sativa,4.3,"Uplifted,Energetic,Happy,Euphoric,Focused","Grapefruit,Citrus,Sweet"
Grapefruit-Diesel,hybrid,4.2,"Focused,Energetic,Relaxed,Euphoric,Happy","Grapefruit,Citrus,Diesel"
Grapefruit-Haze,sativa,4.4,"Uplifted,Happy,Energetic,Euphoric,Relaxed","Grapefruit,Diesel,Earthy"
Grapefruit-Kush,hybrid,4.3,"Happy,Uplifted,Relaxed,Focused,Creative","Grapefruit,Citrus,Sweet"
Gravity,indica,4.0,"Sleepy,Hungry,Relaxed,Aroused,Euphoric","Citrus,Sweet,Rose"
Grease-Monkey,hybrid,4.6,"Relaxed,Euphoric,Sleepy,Happy,Hungry","Pungent,Diesel,Earthy"
Green-Avenger,hybrid,5.0,"Energetic,Happy,Uplifted,Creative,Euphoric","Honey,Minty,Sweet"
Green-Candy,sativa,4.3,"Uplifted,Happy,Relaxed,Focused,Giggly","Tobacco,Sweet,Earthy"
Green-Cheese,hybrid,4.1,"Euphoric,Relaxed,Energetic,Focused,Creative","Pungent,Cheese,Earthy"
Green-Crack,sativa,4.3,"Energetic,Happy,Uplifted,Focused,Euphoric","Citrus,Sweet,Earthy"
Green-Crack-Extreme,sativa,4.6,"Energetic,Creative,Focused,Euphoric,Uplifted","Sweet, Earthy, Spicy,Herbal"
Green-Door-Kush,hybrid,4.5,"Happy,Relaxed,Euphoric,Creative,Hungry","Spicy,Herbal, Citrus, Woody"
Green-Dragon,indica,4.2,"Uplifted,Happy,Focused,Energetic,Relaxed","Pungent,Sweet,Earthy"
Green-Dream,hybrid,4.4,"Happy,Uplifted,Creative,Euphoric,Hungry","Citrus,Flowery,Earthy"
Green-Goblin,sativa,4.3,"Uplifted,Euphoric,Happy,Focused,Creative","Diesel,Sweet,Pine"
Green-Goddess,hybrid,4.6,"Euphoric,Relaxed,Aroused,Happy,Uplifted","Citrus,Flowery,Earthy"
Green-Haze,sativa,3.8,"Happy,Talkative,Creative,Focused,Hungry","Flowery,Woody,Earthy"
